account_id,graph_anomaly_score,contributing_factors
8099599C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80997F8D0,0.0,baseline structural profile; no graph anomalies detected
80998E4D0,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
8099A38B0,0.1,isolated micro-cluster (size=6)
8099AB630,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
8099BC410,0.0,baseline structural profile; no graph anomalies detected
8099CA2C0,0.0,baseline structural profile; no graph anomalies detected
809A01E60,0.0,baseline structural profile; no graph anomalies detected
809A2E540,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809A382B0,0.0,baseline structural profile; no graph anomalies detected
809A45CC0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809A5B580,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809AB94A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809ABAC90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809B42A10,0.1,isolated micro-cluster (size=9)
809B4FC60,0.0,baseline structural profile; no graph anomalies detected
809B63630,0.0,baseline structural profile; no graph anomalies detected
809B7CDE0,0.1,isolated micro-cluster (size=6)
809BB2D50,0.1,isolated micro-cluster (size=9)
809BBE000,0.0,baseline structural profile; no graph anomalies detected
809BEDC00,0.1,isolated micro-cluster (size=7)
809C08B50,0.1,isolated micro-cluster (size=8)
809C28A70,0.0,baseline structural profile; no graph anomalies detected
809C489D0,0.0,baseline structural profile; no graph anomalies detected
809CC6050,0.1,isolated micro-cluster (size=5)
809D020F0,0.0,baseline structural profile; no graph anomalies detected
809D22A40,0.0,baseline structural profile; no graph anomalies detected
809D285F0,0.127,isolated micro-cluster (size=5)
809D4B6D0,0.1,isolated micro-cluster (size=5)
809D785E0,0.1,isolated micro-cluster (size=5)
809D7BBE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809D7BC30,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
809DBCF40,0.0,baseline structural profile; no graph anomalies detected
809DC05C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809DE9F20,0.0,baseline structural profile; no graph anomalies detected
809DF3570,0.0,baseline structural profile; no graph anomalies detected
809E01F70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809E02430,0.0,baseline structural profile; no graph anomalies detected
809E02EE0,0.1631,isolated micro-cluster (size=9)
809E03160,0.1,isolated micro-cluster (size=9)
809E5AD90,0.0,baseline structural profile; no graph anomalies detected
809E75D00,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809E75EE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809E76480,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
809E76930,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809E76FC0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809EDAF40,0.0,baseline structural profile; no graph anomalies detected
809EF39E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809EFD3C0,0.0,baseline structural profile; no graph anomalies detected
809F15280,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809F18DE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809F3D7D0,0.0,baseline structural profile; no graph anomalies detected
809F58650,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
809F6DB70,0.1,isolated micro-cluster (size=5)
809F88980,0.1,isolated micro-cluster (size=5)
809F95D10,0.0,baseline structural profile; no graph anomalies detected
809FA9220,0.0,baseline structural profile; no graph anomalies detected
809FD73D0,0.0,baseline structural profile; no graph anomalies detected
809FD9E00,0.0,baseline structural profile; no graph anomalies detected
809FE17B0,0.0,baseline structural profile; no graph anomalies detected
809FE8E20,0.136,isolated micro-cluster (size=5)
809FE9910,0.1,isolated micro-cluster (size=5)
809FF1BC0,0.1,isolated micro-cluster (size=7)
809FF6E60,0.1,isolated micro-cluster (size=5)
809FF8A10,0.0,baseline structural profile; no graph anomalies detected
809FFB470,0.0,baseline structural profile; no graph anomalies detected
80A0013C0,0.0,baseline structural profile; no graph anomalies detected
80A032720,0.0,baseline structural profile; no graph anomalies detected
80A0493B0,0.0,baseline structural profile; no graph anomalies detected
80A0585D0,0.0,baseline structural profile; no graph anomalies detected
80A0AF7B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A0D2290,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A0D5F60,0.0,baseline structural profile; no graph anomalies detected
80A0D9530,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A0EE580,0.0,baseline structural profile; no graph anomalies detected
80A0EF050,0.0,baseline structural profile; no graph anomalies detected
80A0F2A20,0.1,isolated micro-cluster (size=6)
80A0FC1B0,0.0,baseline structural profile; no graph anomalies detected
80A11BB90,0.1,isolated micro-cluster (size=5)
80A127D20,0.0,baseline structural profile; no graph anomalies detected
80A1282F0,0.0,baseline structural profile; no graph anomalies detected
80A1287B0,0.0,baseline structural profile; no graph anomalies detected
80A163A10,0.2221,"isolated micro-cluster (size=5); high transaction volume (in=27, out=44)"
80A182C30,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A183450,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A195530,0.0,baseline structural profile; no graph anomalies detected
80A19D8C0,0.0,baseline structural profile; no graph anomalies detected
80A1AEF90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A1C62A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A1C8FD0,0.0,baseline structural profile; no graph anomalies detected
80A1E0F50,0.0,baseline structural profile; no graph anomalies detected
80A2330F0,0.0,baseline structural profile; no graph anomalies detected
80A233400,0.0,baseline structural profile; no graph anomalies detected
80A2537D0,0.0,baseline structural profile; no graph anomalies detected
80A2552B0,0.0,baseline structural profile; no graph anomalies detected
80A268F00,0.127,isolated micro-cluster (size=5)
80A269400,0.1,isolated micro-cluster (size=5)
80A2CAF50,0.0,baseline structural profile; no graph anomalies detected
80A2EB140,0.0,baseline structural profile; no graph anomalies detected
80A337A90,0.1,isolated micro-cluster (size=8)
80A344340,0.0,baseline structural profile; no graph anomalies detected
80A3811B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A3A3FA0,0.0,baseline structural profile; no graph anomalies detected
80A3F7350,0.1,isolated micro-cluster (size=9)
80A402F80,0.0,baseline structural profile; no graph anomalies detected
80A42D720,0.0,baseline structural profile; no graph anomalies detected
80A481D40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A481D90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A4A3CE0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A4A4550,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A4D52C0,0.0,baseline structural profile; no graph anomalies detected
80A4D6780,0.1,isolated micro-cluster (size=7)
80A4F42A0,0.0,baseline structural profile; no graph anomalies detected
80A4FBD40,0.0,baseline structural profile; no graph anomalies detected
80A50DF20,0.0,baseline structural profile; no graph anomalies detected
80A515C50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A5253A0,0.0,baseline structural profile; no graph anomalies detected
80A599E60,0.0,baseline structural profile; no graph anomalies detected
80A5B7BC0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A5C0520,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A5E8880,0.0,baseline structural profile; no graph anomalies detected
80A601A40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A640770,0.1,isolated micro-cluster (size=8)
80A680CC0,0.0,baseline structural profile; no graph anomalies detected
80A6B3AE0,0.1,isolated micro-cluster (size=9)
80A6B6360,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80A6B6400,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A6B64A0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A6B6D10,0.0,baseline structural profile; no graph anomalies detected
80A6BB950,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A71BCC0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A73C6D0,0.0,baseline structural profile; no graph anomalies detected
80A7430B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A759240,0.0,baseline structural profile; no graph anomalies detected
80A776500,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A776550,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A7A3C00,0.0,baseline structural profile; no graph anomalies detected
80A7CE8F0,0.268,"topological outlier in Node2Vec space (DBSCAN outlier); high transaction volume (in=52, out=15)"
80A7CF6F0,0.0,baseline structural profile; no graph anomalies detected
80A7DDF30,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80A7EED90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A83A530,0.1,isolated micro-cluster (size=6)
80A849C20,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A84C000,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A862490,0.0,baseline structural profile; no graph anomalies detected
80A8628E0,0.0,baseline structural profile; no graph anomalies detected
80A8CEEA0,0.0,baseline structural profile; no graph anomalies detected
80A8DDB20,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A8DE110,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A8E2310,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A8E3C60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A8E5860,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A8FCB40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A8FCB90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80A968170,0.0,baseline structural profile; no graph anomalies detected
80A9A03F0,0.1,isolated micro-cluster (size=5)
80A9B1100,0.1,isolated micro-cluster (size=5)
80AA64490,0.577,participates in circular transfer cycle; topological outlier in Node2Vec space (DBSCAN outlier)
80AA65030,0.55,participates in circular transfer cycle; topological outlier in Node2Vec space (DBSCAN outlier)
80AA7C460,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AA89EF0,0.0,baseline structural profile; no graph anomalies detected
80AA89F40,0.0,baseline structural profile; no graph anomalies detected
80AA9F5A0,0.0,baseline structural profile; no graph anomalies detected
80AAB7EA0,0.0,baseline structural profile; no graph anomalies detected
80AB002B0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AB03B20,0.0,baseline structural profile; no graph anomalies detected
80AB1AE00,0.136,isolated micro-cluster (size=6)
80AB1AE50,0.1,isolated micro-cluster (size=6)
80AB1B550,0.1,isolated micro-cluster (size=6)
80AB47500,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AB48080,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AB48260,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AB63160,0.0,baseline structural profile; no graph anomalies detected
80AB6A950,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AB6EB90,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AB75FE0,0.0,baseline structural profile; no graph anomalies detected
80AB76DF0,0.209,topological outlier in Node2Vec space (DBSCAN outlier)
80AB7E860,0.0,baseline structural profile; no graph anomalies detected
80AB94680,0.0,baseline structural profile; no graph anomalies detected
80ABD22A0,0.0,baseline structural profile; no graph anomalies detected
80AC13460,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AC1D650,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AC29440,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AC77410,0.0,baseline structural profile; no graph anomalies detected
80ACAE190,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80ACCB460,0.0,baseline structural profile; no graph anomalies detected
80ACF4D90,0.0,baseline structural profile; no graph anomalies detected
80ACF4DE0,0.0811,high flow betweenness centrality (bc=5.19e-07)
80ACF6790,0.0,baseline structural profile; no graph anomalies detected
80AD464D0,0.0,baseline structural profile; no graph anomalies detected
80AD758D0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AD75A60,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AD78B40,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AD7FE50,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80ADA2880,0.0,baseline structural profile; no graph anomalies detected
80ADE12D0,0.0,baseline structural profile; no graph anomalies detected
80ADE3B50,0.1,isolated micro-cluster (size=8)
80ADF06C0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80ADF8B40,0.0,baseline structural profile; no graph anomalies detected
80AE10FC0,0.0,baseline structural profile; no graph anomalies detected
80AE15B00,0.1,isolated micro-cluster (size=8)
80AE2D530,0.0,baseline structural profile; no graph anomalies detected
80AE4E900,0.0,baseline structural profile; no graph anomalies detected
80AE5C890,0.0,baseline structural profile; no graph anomalies detected
80AE68790,0.0,baseline structural profile; no graph anomalies detected
80AE8B2B0,0.0,baseline structural profile; no graph anomalies detected
80AEA85F0,0.0,baseline structural profile; no graph anomalies detected
80AEBB7D0,0.0,baseline structural profile; no graph anomalies detected
80AF005E0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AF145A0,0.1,isolated micro-cluster (size=8)
80AF2ADA0,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80AF39980,0.0,baseline structural profile; no graph anomalies detected
80AF56EE0,0.218,topological outlier in Node2Vec space (DBSCAN outlier)
80AF97460,0.1,isolated micro-cluster (size=8)
80AF9E380,0.0,baseline structural profile; no graph anomalies detected
80AFB2610,0.1,isolated micro-cluster (size=5)
80AFC5B60,0.1,isolated micro-cluster (size=8)
80AFD6AC0,0.1,isolated micro-cluster (size=5)
80AFE8CD0,0.127,isolated micro-cluster (size=5)
80AFEE140,0.1,isolated micro-cluster (size=5)
80B004EB0,0.0,baseline structural profile; no graph anomalies detected
80B020A00,0.0,baseline structural profile; no graph anomalies detected
80B040E30,0.0,baseline structural profile; no graph anomalies detected
80B04F6D0,0.0,baseline structural profile; no graph anomalies detected
80B04FA90,0.0,baseline structural profile; no graph anomalies detected
80B07AD70,0.2,topological outlier in Node2Vec space (DBSCAN outlier)
80B0A3620,0.1,isolated micro-cluster (size=7)
80B0CDDA0,0.1,isolated micro-cluster (size=9)
